 ,Label,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height
713,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk2.mCherry.BandC.jpg:0071-1275,487,5.378,2.464,1,12,1260,60,30,23
714,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk2.mCherry.BandC.jpg:0070-1305,495,4.925,1.952,1,12,1290,60,30,20
715,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk2.mCherry.BandC.jpg:0066-1322,39,6.231,1.677,3,9,1320,60,5,13
716,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk2.mCherry.BandC.jpg:Background,900,7.450,2.047,2,16,106,10,30,30
717,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:Body,81189,7.970,2.408,0,58,59,38,1236,149
718,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0059-0831,24,9.917,1.283,8,12,823,58,17,2
719,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0057-0855,116,9.552,1.815,6,16,840,55,30,5
720,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0055-0885,215,6.633,2.332,2,12,870,51,30,9
721,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0054-0915,310,4.790,2.742,1,12,900,48,30,12
722,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0053-0945,390,7.285,2.637,2,13,930,46,30,14
723,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0051-0975,468,6.011,2.228,0,12,960,43,30,17
724,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0050-1005,542,6.983,2.772,1,16,990,41,30,19
725,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0049-1035,608,7.558,2.486,2,14,1020,38,30,22
726,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0049-1065,419,7.430,2.583,0,14,1050,38,30,22
727,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0049-1095,384,7.677,2.598,1,13,1080,39,30,21
728,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0050-1125,299,6.873,2.388,2,14,1110,40,30,20
729,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0051-1155,202,8.054,2.559,1,13,1140,42,30,18
730,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0053-1185,122,7.910,1.881,3,13,1170,46,30,14
731,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0055-1204,18,6.722,1.776,4,12,1200,50,9,10
732,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0089-0597,6,11.667,1.862,8,13,594,89,6,1
733,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0087-0615,107,7.879,1.805,5,13,600,84,30,6
734,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0085-0645,238,7.605,3.038,2,15,630,80,30,10
735,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0083-0675,367,8.161,3.039,2,18,660,76,30,14
736,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0080-0705,500,6.634,2.467,1,13,690,71,30,19
737,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0078-0735,624,7.792,2.484,2,13,720,67,30,23
738,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0077-0765,727,7.574,2.770,2,15,750,64,30,26
739,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0075-0795,824,9.016,2.940,2,18,780,61,30,29
740,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0075-0825,896,9.208,2.842,1,18,810,60,30,30
741,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0075-0855,900,8.344,2.832,1,17,840,60,30,30
742,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0075-0885,900,8.144,2.738,1,16,870,60,30,30
743,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0075-0915,900,7.961,2.509,2,14,900,60,30,30
744,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0075-0945,900,7.609,2.359,3,14,930,60,30,30
745,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0075-0975,900,7.457,2.002,3,14,960,60,30,30
746,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0075-1005,900,6.940,1.919,2,13,990,60,30,30
747,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0075-1035,900,8.138,1.995,3,15,1020,60,30,30
748,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0075-1065,900,8.904,2.049,3,16,1050,60,30,30
749,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0075-1095,900,9.693,2.236,2,16,1080,60,30,30
750,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0075-1125,900,8.941,2.120,3,16,1110,60,30,30
751,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0075-1155,889,8.226,2.086,2,14,1140,60,30,30
752,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0075-1185,864,7.757,2.171,2,15,1170,60,30,30
753,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0075-1215,658,7.397,2.125,2,13,1200,60,30,30
754,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0078-1245,421,7.064,2.118,3,12,1230,66,30,24
755,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0086-1274,114,7.289,1.999,4,13,1260,82,28,8
756,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0119-0388,3,9.667,0.577,9,10,387,119,3,1
757,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0117-0405,92,6.641,3.112,1,14,390,115,30,5
758,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0115-0435,221,6.900,2.049,3,12,420,110,30,10
759,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0113-0465,354,6.859,2.897,1,14,450,106,30,14
760,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0111-0495,482,7.734,2.590,2,14,480,102,30,18
761,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0108-0525,615,8.615,2.612,2,15,510,97,30,23
762,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0106-0555,745,8.911,2.691,1,16,540,93,30,27
763,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0105-0585,870,8.123,2.849,1,16,570,90,30,30
764,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0105-0615,900,7.804,2.274,2,14,600,90,30,30
765,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0105-0645,900,8.501,2.565,1,16,630,90,30,30
766,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0105-0675,900,8.421,2.353,2,15,660,90,30,30
767,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0105-0705,900,8.591,2.217,2,14,690,90,30,30
768,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0105-0735,900,8.452,2.408,2,15,720,90,30,30
769,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0105-0765,900,8.044,2.254,2,14,750,90,30,30
770,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0105-0795,900,8.654,2.454,1,16,780,90,30,30
771,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0105-0825,900,8.609,2.235,1,16,810,90,30,30
772,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0105-0855,900,7.259,2.087,2,12,840,90,30,30
773,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0105-0885,900,7.212,1.873,2,13,870,90,30,30
774,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0105-0915,900,7.802,2.057,2,14,900,90,30,30
775,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0105-0945,900,6.964,2.068,3,13,930,90,30,30
776,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0105-0975,900,6.857,1.776,2,13,960,90,30,30
777,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0105-1005,895,7.235,1.998,2,15,990,90,30,30
778,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0103-1035,563,8.263,1.743,3,14,1020,90,30,27
779,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0096-1065,262,8.649,1.933,3,14,1050,90,30,13
780,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0092-1095,48,8.104,1.813,4,12,1080,90,30,4
781,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0096-1125,149,9.000,2.003,5,14,1110,90,30,12
782,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0101-1155,575,8.597,1.747,4,15,1140,90,30,23
783,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0105-1185,788,7.881,1.832,3,14,1170,90,30,30
784,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0105-1215,900,8.319,1.613,4,14,1200,90,30,30
785,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0105-1245,900,7.596,1.983,3,13,1230,90,30,30
786,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0105-1275,793,9.039,2.315,2,16,1260,90,30,30
787,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0096-1292,37,8.027,1.691,5,11,1290,91,5,11
788,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0148-0166,55,4.236,2.081,1,9,152,147,28,3
789,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0146-0195,164,5.652,2.446,1,13,180,143,30,7
790,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0144-0225,281,7.968,3.428,2,18,210,139,30,11
791,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0142-0255,399,7.574,2.397,3,14,240,135,30,15
792,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0140-0285,516,8.328,3.003,0,18,270,131,30,19
793,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0138-0315,633,8.299,2.287,1,13,300,127,30,23
794,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0136-0345,751,7.547,2.577,2,14,330,123,30,27
795,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0135-0375,865,7.918,2.379,2,15,360,120,30,30
796,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0135-0405,900,8.064,2.517,1,15,390,120,30,30
797,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0135-0435,900,7.868,2.290,3,14,420,120,30,30
798,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0135-0465,900,7.341,1.911,3,13,450,120,30,30
799,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0135-0495,900,7.798,1.928,2,15,480,120,30,30
800,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0135-0525,900,8.556,2.250,3,16,510,120,30,30
801,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0135-0555,900,8.219,2.307,3,16,540,120,30,30
802,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0135-0585,900,6.882,1.951,3,15,570,120,30,30
803,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0135-0615,900,7.050,1.894,2,14,600,120,30,30
804,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0135-0645,900,8.346,3.975,3,58,630,120,30,30
805,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0135-0675,900,7.707,2.202,2,17,660,120,30,30
806,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0135-0705,900,7.733,1.978,3,14,690,120,30,30
807,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0135-0735,900,7.999,1.994,3,14,720,120,30,30
808,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0135-0765,900,8.144,1.939,2,14,750,120,30,30
809,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0135-0795,900,8.218,2.157,3,15,780,120,30,30
810,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0135-0825,881,8.274,1.950,3,16,810,120,30,30
811,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0134-0855,793,7.773,2.297,3,15,840,120,30,28
812,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0132-0885,685,7.523,2.054,3,14,870,120,30,25
813,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0130-0915,574,8.542,1.772,4,13,900,120,30,21
814,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0128-0945,451,8.752,1.915,4,15,930,120,30,17
815,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0126-0975,287,8.105,1.802,4,13,960,120,30,13
816,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0123-1002,93,8.280,1.447,5,13,990,120,25,6
817,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0121-1199,4,7.000,1.155,6,8,1198,120,2,3
818,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0123-1215,147,8.088,1.775,3,12,1200,120,30,7
819,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0125-1245,203,7.148,1.768,3,10,1230,120,30,10
820,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0128-1270,265,8.155,2.034,3,12,1260,120,21,16
821,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0164-0059,1,4.000,0.000,4,4,59,164,1,1
822,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0168-0075,591,7.599,3.075,2,16,60,156,30,24
823,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0166-0105,767,7.855,2.112,3,14,90,153,30,27
824,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0165-0135,860,7.012,2.092,1,15,120,150,30,30
825,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0165-0165,900,8.371,2.337,2,14,150,150,30,30
826,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0165-0195,900,9.288,1.956,4,15,180,150,30,30
827,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0165-0225,900,9.764,2.017,5,15,210,150,30,30
828,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0165-0255,900,9.733,2.097,4,17,240,150,30,30
829,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0165-0285,900,9.080,2.027,4,16,270,150,30,30
830,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0165-0315,900,8.226,1.829,4,14,300,150,30,30
831,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0165-0345,900,7.804,2.420,1,15,330,150,30,30
832,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0165-0375,900,6.722,2.135,2,14,360,150,30,30
833,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0165-0405,900,7.560,2.075,2,14,390,150,30,30
834,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0165-0435,900,7.322,2.079,2,14,420,150,30,30
835,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0165-0465,877,6.822,2.398,1,15,450,150,30,30
836,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0164-0495,870,7.384,1.981,2,13,480,150,30,29
837,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0164-0525,854,7.940,2.289,3,16,510,150,30,29
838,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0164-0555,840,8.458,2.228,3,16,540,150,30,28
839,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0164-0585,831,8.019,2.491,2,16,570,150,30,28
840,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0163-0615,807,7.719,2.325,2,14,600,150,30,27
841,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0163-0645,718,8.461,2.412,3,16,630,150,30,26
842,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0161-0675,590,8.375,2.665,2,16,660,150,30,22
843,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0158-0705,442,8.491,2.047,3,15,690,150,30,17
844,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0156-0735,319,8.984,1.862,4,15,720,150,30,13
845,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0154-0765,204,8.250,1.940,4,15,750,150,30,9
846,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0152-0795,100,8.200,2.015,4,13,780,150,30,5
847,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0151-0814,10,8.100,1.370,6,10,810,150,9,2
848,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0183-0079,83,5.084,2.237,1,10,68,180,22,7
849,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0180-0105,30,6.667,1.688,3,10,90,180,30,1
850,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0180-0135,30,7.100,1.900,5,11,120,180,30,1
851,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0180-0165,30,7.933,2.132,4,12,150,180,30,1
852,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0181-0195,51,7.373,2.107,3,11,180,180,30,2
853,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0181-0225,60,8.100,2.089,3,12,210,180,30,2
854,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0181-0255,60,8.717,2.009,5,13,240,180,30,2
855,ubiswitch-35x-batch3.yolk_7dpf.250121_ubiswitch_yolkinject50pgcre_7dpf_yolk1.mCherry.BandC.jpg:0181-0285,60,8.633,2.033,4,12,270,180,30,2
